x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
12.725,18.994999,15.025,13.17,1,3,3,3,3,3,1,1,3,2,0.525411
10.515,19.61,10.45,18.52,1,4,1,3,4,1,4,3,3,2,0.73573
16.77,14.59,14.485001,10.085,1,4,1,4,3,3,4,4,3,2,0.533557
17.095,10.145,14.4,11.76,1,4,1,3,1,3,4,1,4,2,0.532015
13.934999,15.469999,17.555,19.744999,1,3,3,1,4,1,3,4,4,1,0.560396
10.525,14.809999,15.389999,17.47,1,4,1,3,4,4,3,3,4,2,0.561072
18.635,17.485,10.36,15.344999,1,3,3,3,4,4,4,1,3,3,0.496164
15.690001,11.245,16.085,12.61,1,4,3,3,3,3,1,3,4,2,0.491229
19.04,12.014999,13.01,19.08,1,3,1,4,3,4,4,4,4,1,0.623704
18.865,11.695,11.59,13.275,1,4,3,4,3,3,3,3,3,3,0.67367
19.724998,16.47,14.434999,10.805,1,4,1,3,4,4,3,3,4,3,0.678323
10.105,17.744999,16.775,13.975,1,3,3,1,3,4,4,4,4,1,0.576544
13.2,15.16,12.15,16.94,1,4,1,4,1,3,4,4,4,1,0.647157
18.265,15.62,14.91,18.49,1,4,1,4,1,4,3,4,3,3,0.43629
12.639999,14.725,18.455,17.95,1,4,1,4,3,4,3,1,4,1,0.560424
19.59,18.494999,15.98,17.15,1,4,3,1,4,4,4,3,1,3,0.466648
17.22,15.59,11.535,10.915,1,3,3,3,3,4,1,4,1,2,0.524283
17.369999,13.835,19.51,11.35,1,4,1,3,1,1,3,3,4,1,0.466666
16.98,10.8,11.645,15.315001,1,1,3,3,4,1,3,3,1,3,0.496093
13.45,14.889999,17.395,12.559999,1,4,1,4,4,4,4,4,4,1,0.629579
20,11.85,15.87,19.235,1,3,1,4,4,3,4,3,3,3,0.488122
17.825,13.825,14.63,13.535,1,4,3,4,4,3,4,4,3,1,0.542866
16.744999,11.585,11.79,12.9,1,3,3,1,4,1,4,3,4,2,0.494125
15.555,11.15,19.880001,11.205,1,4,1,3,4,4,3,4,4,2,0.668585
17.06,18.45,10.795,14.84,1,4,3,4,3,4,3,1,4,2,0.545087
15.155,16.065,14.895,12.51,1,4,3,3,3,3,4,4,4,3,0.539452
11.27,14.9,19.27,10.25,1,4,3,4,3,3,3,1,3,1,0.439856
12.305,14.014999,10.065,15.54,1,3,3,4,3,4,1,4,4,3,0.562008
16.865,10.265,19.869999,19.535,1,4,3,4,4,3,3,3,4,1,0.411539
19.115,14.2,11.89,11.255,1,4,1,4,4,3,4,1,4,1,0.62984
14.73,15.92,17.065,13.66,1,3,3,4,3,3,1,4,4,1,0.475606
13.125,16.41,17.82,11.36,1,1,3,3,3,4,1,4,4,3,0.668164
18.029999,10.56,16.93,15.865,1,1,1,3,3,4,4,4,4,2,0.483628
14.865,15.52,18.84,19.474998,1,4,1,4,4,4,4,1,3,2,0.507796
13.275,11.62,11.5,19.52,1,4,3,4,4,4,4,4,4,1,0.460337
12.55,18.529999,11.655,15.309999,1,3,3,1,4,3,3,3,3,3,0.683559
15.375,16.16,13.165,18.18,1,3,3,3,4,1,4,3,4,1,0.533131
10.215,11.615,17.61,18.305,1,4,1,4,3,3,1,3,1,3,0.517104
17.68,13.845,13.87,11.155,1,4,3,4,4,3,1,1,3,2,0.561232
13.94,15.225,14.184999,10.7,1,4,1,4,1,4,3,4,4,3,0.535409
13.915,17.315,18.380001,10.295,1,4,3,3,3,1,4,4,4,2,0.544373
17.565,15.02,11.805,11.965,1,3,3,3,3,4,3,4,4,2,0.537229
10.345,17.715,10.045,19.575,1,3,1,1,3,1,4,4,3,2,0.756419
19.375,19.86,13.885,13.44,1,3,1,1,4,4,3,3,3,2,0.554528
13.505,18.675,15.1,10.33,1,1,1,4,3,3,3,4,4,2,0.528784
18.14,16.154999,11.865,11.505,1,3,3,3,1,4,4,1,4,3,0.514634
12.6,13.57,18.73,10.67,1,4,1,4,1,3,1,4,4,1,0.472885
12.595,13.74,11.26,17.035,1,3,1,4,4,4,4,4,4,3,0.505014
15.075,19.575,11.02,19.404999,1,4,3,1,4,3,4,4,4,3,0.705544
17.02,18.3,13.91,15.785,1,4,1,1,3,1,4,3,4,2,0.4615
18.025,13.195,12.125,10.98,1,4,3,3,4,4,4,4,4,2,0.59182
11.89,15.815001,17.965,15.875,1,3,3,4,4,4,4,1,4,2,0.495044
16.69,19.529999,10.975,10.81,1,3,1,3,4,4,4,4,4,2,0.418099
18.175,14.75,18.235,11.555,1,4,1,4,4,4,3,1,4,3,0.646441
16.11,14.285,11.065,19.785,1,4,1,4,4,4,1,3,3,3,0.425115
18.285,15.855,12.02,10.315,1,1,3,4,3,4,3,3,4,3,0.735379
19.32,12.15,10.375,18.029999,1,1,3,4,4,3,3,4,4,3,0.739535
14.025,19.915,18.52,16.21,1,3,3,1,4,1,1,4,1,2,0.539462
15.57,19.055,11.545,16.875,1,1,3,3,3,1,3,3,3,1,0.536336
13.665,17.279999,10.87,14.54,1,4,1,1,3,3,4,4,1,1,0.70807
19.244999,19.625,12.389999,17.74,1,3,3,4,3,4,4,3,3,2,0.43126
18.545,19.89,15.65,15.305,1,1,1,3,1,3,3,3,4,2,0.486108
12.93,17.93,19.415,16.404999,1,4,3,4,4,4,3,4,3,3,0.455245
19.81,17.365,10.41,18.025,1,1,1,3,3,4,1,4,3,3,0.452747
11.1,19.955,19.455,17.41,1,1,1,4,1,3,3,4,1,2,0.456761
16.045,12.085,10.91,11.63,1,3,3,1,3,1,1,4,4,1,0.531778
19.779999,19.4,12.595,15.440001,1,3,1,3,1,4,4,3,4,2,0.406997
15.25,15.215,18.86,12.65,1,4,1,4,1,3,1,4,3,2,0.432941
17.795,17.43,17.11,13.41,1,4,3,4,4,3,4,3,3,3,0.469731
16.36,19.485,11.945,19.765,1,1,1,4,4,4,3,4,1,1,0.427243
10.58,17.055,13.264999,17.67,1,1,3,4,4,4,4,1,3,2,0.478908
18.29,18.630001,18.545,13.755,1,1,3,3,1,4,1,3,4,3,0.553057
13.025,11.735,14.665,17.83,1,4,3,1,3,3,3,3,3,3,0.553895
11.684999,19.07,16.785,19.86,1,4,3,4,4,4,1,4,4,1,0.444962
14.35,14.08,14.13,16.585,1,3,3,4,3,3,4,1,4,1,0.56747
13.035,17.125,14.41,18.705,1,4,1,4,4,3,1,4,4,3,0.563151
10.895,19.494999,19.755001,15.7,1,3,1,1,3,3,3,4,4,1,0.464191
12.03,18.125,11.059999,10.255,1,3,1,4,4,1,1,3,4,1,0.667051
13.88,16.95,19.244999,19.585,1,3,1,4,3,1,3,4,3,1,0.574013
10.96,15.549999,15.014999,13.745,1,3,3,1,4,3,3,3,3,1,0.548064
19.474998,15.91,18.64,17.325,1,1,3,3,3,3,4,3,4,2,0.418797
13.385,16.73,18.130001,18.465,1,1,3,3,4,3,4,4,4,3,0.456033
10.71,16.565,14.87,19.635,1,3,1,4,1,3,4,4,3,1,0.577524
10.11,12.555,17.345,11.355,1,3,1,4,3,4,4,1,4,2,0.642653
17.49,14.445,12.97,12.48,1,1,1,3,4,1,1,1,3,2,0.448739
18.154999,19.845,12.764999,13.245,1,3,1,4,1,4,3,4,3,2,0.405073
10.485,14.594999,17.06,10.03,1,4,3,3,4,4,4,4,3,3,0.761798
19.415,10.36,19.57,16.31,1,4,3,1,4,3,4,4,3,3,0.413925
13.635,13.36,14.885,13.53,1,4,3,3,3,4,4,3,4,1,0.586909
15.28,13.7,17.75,10.815,1,4,1,3,4,1,3,3,4,3,0.52995
14.63,13.75,12.5,18.244999,1,3,3,3,1,1,4,3,4,2,0.546971
10.475,11.675,13,12.809999,1,4,3,4,3,4,4,1,3,2,0.666152
19.21,18.79,15.235,10.375,1,1,3,1,4,4,4,4,4,1,0.437881
13.014999,15.745,17.59,15.055,1,4,3,1,3,4,4,4,4,1,0.529831
10.635,17.135,16.185,17.44,1,4,1,4,4,4,3,3,4,1,0.518653
19.849998,12.065001,12.47,10.76,1,3,1,1,4,1,1,3,4,1,0.411185
14.51,12.059999,11.58,13.65,1,4,1,1,4,3,3,4,3,2,0.652729
14.825,10.355,17.605,17.045,1,1,3,4,3,3,4,4,4,3,0.462883
18.220001,19.72,15.764999,18.335,1,4,3,3,1,3,4,4,4,3,0.501397
19.76,15.58,12.61,17.21,1,3,3,3,4,1,1,4,4,1,0.43605
14.645,18.93,15.68,15.91,1,4,3,3,4,4,1,4,3,3,0.442764
17.57,15.809999,19.515,11.635,1,1,3,4,4,3,3,3,4,1,0.417145
15.094999,10.095,18.795,15.37,1,3,1,4,4,4,3,4,4,2,0.728968
10.29,11.26,11.1,19.380001,1,1,3,3,1,4,4,3,3,3,0.719348
10.945,11.865,14.375,14.585,1,4,3,3,4,4,4,3,1,3,0.666689
17.73,12.4,14.705,15.735,1,4,1,4,4,3,3,4,4,2,0.521133
16.775,15.924999,17.35,12.37,1,3,3,4,4,4,1,4,4,2,0.486493
16.13,14.6,18.105,14.93,1,3,1,3,4,1,4,4,4,2,0.484725
18.01,12.35,15.32,16.025,1,4,1,4,4,3,4,4,1,3,0.51317
18.715,13.95,12.08,10.55,1,1,3,3,4,4,4,3,4,1,0.573538
18.529999,14.73,18.42,16.13,1,4,1,4,3,3,4,1,3,2,0.425703
18.695,11.825,18.765,11.99,1,4,3,3,3,3,3,4,4,3,0.43275
18.095001,18.635,12.385,14.4,1,1,3,3,1,4,1,3,4,3,0.455109
11.495,10.47,10.39,17.365,1,4,3,3,4,1,4,3,3,1,0.708161
14.09,18.59,11.905,17.97,1,1,3,4,3,4,4,3,4,1,0.471785
14.2,19.505001,17.05,12.92,1,1,3,3,4,4,4,4,3,2,0.584442
11.645,17.18,11.305,12.36,1,4,3,3,4,4,3,3,1,1,0.654267
15.525,12.264999,15.469999,15.264999,1,3,3,4,3,4,4,3,3,3,0.626238
10.78,14.865,18.599998,13.645,1,4,3,4,1,1,1,4,4,2,0.68928
12.735,13.34,13.73,17.845,1,3,3,3,4,4,3,3,4,2,0.464711
17.145,16.244999,17.89,10.93,1,4,1,4,3,3,4,4,4,1,0.457587
13.365,16.029999,18.57,10.59,1,3,3,3,4,4,4,4,4,3,0.70346
13.805,14.77,14.67,13.055,1,4,1,4,4,1,4,4,1,2,0.566134
19.98,18.474998,12.63,13.26,1,4,3,4,4,3,3,3,1,1,0.617671
17.79,16.315,17.44,10.025,1,1,1,3,3,4,4,4,3,3,0.729482
13.145,16.005,18.7,18.235,1,4,3,3,4,3,4,4,4,2,0.428091
16.605,19.5,15.91,17.494999,1,4,3,4,4,4,3,4,4,3,0.425869
12.08,10.78,18.34,12.6,1,3,1,4,4,4,4,4,3,2,0.708256
10.03,19.92,17.305,10.785,1,4,3,1,4,3,3,4,3,3,0.492784
11.585,11.65,17.01,17.865,1,1,1,1,3,4,4,4,1,3,0.687572
16.66,14.76,17.49,16.52,1,3,1,4,4,3,4,4,1,2,0.45172
17.904999,13.05,12.145,11.02,1,3,1,4,3,4,4,4,4,1,0.587367
19.224998,19.805,14.29,14.085,1,4,3,1,3,4,1,4,4,2,0.413806
14.525,14.95,15.37,12.745,1,4,1,3,4,4,3,1,4,3,0.539078
12.2,13.29,13.58,18.14,1,4,3,4,3,1,3,3,4,1,0.649256
13.42,17.04,13.434999,10.45,1,4,3,3,4,3,4,4,1,1,0.594076
14.13,10.46,11.36,10.36,1,3,1,3,3,4,3,4,3,3,0.730334
10.315,13.38,15.96,10.64,1,4,3,1,3,3,3,1,3,2,0.504939
14.424999,16.43,11.965,13.485,1,4,1,4,4,4,1,4,3,3,0.500091
19.075,17.815,16.05,11.925,1,1,3,4,3,4,3,4,4,2,0.443106
16.02,18.564999,11.885,10.535,1,4,3,4,4,4,4,4,4,1,0.469138
13.795,17.52,19.255001,11.04,1,3,3,4,3,4,1,4,1,2,0.661857
17.225,19.795,13.98,18.82,1,3,3,3,4,3,3,3,3,3,0.565156
13.36,11.17,18.435,10.99,1,4,3,3,4,3,4,4,3,1,0.454583
12.18,12.32,17.64,10.77,1,3,1,4,3,3,1,4,3,3,0.490436
11.475,14.555,10.7,12.96,1,4,3,4,1,3,3,3,4,1,0.743955
11.015,15.23,11.9,13.4,1,3,1,3,4,1,4,4,4,2,0.707955
16.82,15.575,17.88,13.455,1,3,1,4,3,4,3,4,4,1,0.50707
16.125,19.630001,10.13,16.67,1,3,1,4,3,3,4,3,4,1,0.740776
10.175,13.139999,12.53,16.16,1,4,1,4,3,4,4,3,4,2,0.622672
15.35,10.925,14.465,13.135,1,1,3,3,4,3,3,3,4,1,0.552533
14.07,11.34,11.255,17.455,1,1,3,4,3,3,1,4,4,2,0.686489
15.055,15.87,18.61,11.715,1,3,1,3,4,1,1,3,4,3,0.530205
11.07,16.82,19.32,12.075,1,4,1,4,3,3,4,3,4,2,0.456347
14.335,12.12,13.309999,17.09,1,4,1,3,3,3,4,4,3,1,0.59682
14.105,13.68,14.285,10.115,1,1,1,4,3,3,1,3,3,2,0.549157
11.545,13.215,10.14,19.825,1,1,1,3,4,4,4,4,1,2,0.605896
13.745,11.95,13.915,17.58,1,1,3,3,3,4,3,4,4,2,0.467339
12.514999,11.355,18.625,13.805,1,4,1,4,4,1,4,3,4,2,0.624193
19.43,11.82,18.425,13.08,1,3,3,3,3,4,4,1,4,1,0.628251
16.735,11.83,12.7,10.725,1,4,3,4,4,4,4,3,4,3,0.659295
15.105,15.309999,15.78,10.715,1,4,1,4,4,1,4,1,4,2,0.522223
10.21,10.425,15.475,17.43,1,3,1,4,4,3,4,4,3,1,0.567749
15.005,19.125,17.915,12.055,1,3,3,4,3,4,4,3,3,1,0.627695
17.015,11.24,11.895,12.705,1,4,3,4,3,3,4,3,4,3,0.659539
18.18,15.375,19.61,15.75,1,1,1,3,3,4,4,3,4,1,0.505518
11.065,10.715,10.605,18.215,1,4,3,3,4,4,3,1,4,1,0.740533
16.305,11.915,19.595,17.19,1,3,1,4,3,4,3,1,3,2,0.622596
15.13,14.485001,16.325,11.67,1,4,3,1,1,1,4,3,3,1,0.526762
12.165,19.689999,12.195,10.75,1,3,1,4,1,4,3,4,1,2,0.712028
14.495,14.155,12.575,14.005,1,4,1,1,4,3,3,3,4,1,0.621881
13.28,14.055,11.225,12.889999,1,4,1,4,4,1,3,3,3,2,0.588889
12.755,12.125,12.67,13.865,1,4,3,3,1,1,3,3,1,2,0.614746
16.2,19.939999,13.62,13.33,1,3,1,3,4,4,3,3,3,1,0.582009
12.12,18.945,11.47,19.945,1,4,3,4,4,4,4,3,4,2,0.453521
18.02,13.639999,11.27,15.035,1,4,1,1,3,4,3,4,3,3,0.562589
13.585,16.575,12,10.23,1,4,1,4,4,3,4,4,1,3,0.655079
19.515,17.96,16.654999,14.035,1,4,1,4,3,1,4,3,1,2,0.402383
11.6,12.309999,19.36,12.264999,1,4,3,1,3,4,4,4,4,3,0.62911
12.7,19.59,11.635,12.775,1,4,3,1,1,4,4,4,3,3,0.455522
19.189999,17.994999,14.309999,19.045,1,4,1,3,3,3,4,1,3,1,0.5335
11.69,17.8,17.735,10.925,1,4,3,4,4,3,3,4,1,1,0.474699
11.055,15.36,15.940001,18.84,1,3,1,3,1,1,4,3,1,3,0.720518
11.87,11.39,18.955,12.05,1,3,1,4,3,3,4,3,4,2,0.450964
17.615,12.945,10.09,10.06,1,3,3,4,4,4,1,4,3,2,0.619954
13.615,17.92,14.7,10.24,1,4,1,3,4,3,1,1,1,2,0.538789
19.525,16.904999,10.745,19.099998,1,4,3,4,4,1,4,3,1,1,0.449335
19.305,13.684999,17.57,17.275,1,1,1,4,1,4,3,3,4,1,0.454894
11.885,16.69,13.205,14.059999,1,4,3,3,4,3,4,1,4,1,0.609497
13.62,15.475,10.515,18.865,1,4,1,4,3,4,1,3,4,1,0.533218
18.835,12.815,15.775,13.03,1,3,3,4,3,4,1,1,3,2,0.58609
18.56,14.575,11.015,11.705,1,4,1,4,4,3,3,1,3,3,0.671207
13.23,12.205,16.515,17.415,1,3,3,1,4,4,1,4,4,1,0.63225
17,17.885,15.4,12.295,1,4,1,3,4,4,3,1,3,2,0.445051
17.44,19.564999,14.52,18.73,1,1,1,3,3,3,4,1,4,3,0.53408
14.305,17.619999,18.055,17,1,3,1,4,3,1,4,3,3,1,0.557929
18.71,11.68,12.775,18.045,1,4,1,1,4,4,4,4,3,2,0.626854
15.389999,19.43,13.225,19.974998,1,3,3,3,4,4,4,3,3,1,0.445376
11.565,14.105,18.720001,15.85,1,4,3,4,4,1,3,4,4,1,0.661848
12.055,18.064999,13.79,13.83,1,4,1,3,3,4,1,3,3,2,0.576273
11.385,15.285,13.8,11.445,1,3,3,4,3,3,4,1,4,1,0.590493
16.215,12.85,16.285,14.505,1,4,1,4,3,4,3,4,1,2,0.587486
15.469999,16.125,16.63,17.16,1,4,1,4,1,3,3,4,1,3,0.488391
15.145,13.934999,18.595001,19.494999,1,4,3,4,4,1,4,4,4,1,0.520843
16.175,14.995,15.385,12.035,1,4,3,4,1,4,3,4,4,1,0.533471
11.184999,18.98,16.869999,12.27,1,4,3,4,4,1,4,4,4,2,0.667914
11.23,16.585,14.299999,18.17,1,1,3,3,4,4,4,3,3,3,0.47804
13.72,16.26,11.515,11.21,1,3,1,3,4,4,3,4,4,2,0.500306
18.314999,13.16,19.68,17.355,1,4,3,1,1,1,3,3,4,1,0.438242
11.895,16.775,15.055,18.195,1,4,3,3,1,4,4,1,3,2,0.482731
14.52,14.49,17.265,19.325,1,4,1,4,1,3,4,1,4,3,0.482106
14.690001,12.635,13.285,16.225,1,4,3,3,3,4,3,4,1,3,0.510328
18.43,19.755001,15.795,13.405,1,1,1,3,4,4,3,4,4,3,0.564984
18.4,16.755,19.01,12.4,1,4,3,3,4,4,1,3,3,3,0.472563
14.155,11.255,19.135,11,1,1,3,3,3,4,4,4,3,2,0.6532
11.815,11.96,11.795,17.515,1,4,3,3,4,3,3,4,3,2,0.662784
11.315,18.58,14.96,15.855,1,3,3,4,3,3,3,4,4,2,0.53047
15.190001,15.145,11.17,14.775,1,4,3,1,4,3,3,4,3,2,0.687316
11.785,19.035,15.745,11.71,1,4,1,3,4,4,4,4,3,2,0.451829
18.595001,12.755,19.849998,10.955,1,1,3,1,4,4,1,4,4,1,0.588166
19.05,11.785,18.045,18.29,1,3,1,4,4,4,4,4,4,3,0.630085
16.345,17.66,13.855,13.809999,1,4,3,4,3,3,1,3,4,2,0.561104
13.44,16.515,17.315,19.49,1,1,3,4,4,4,4,1,3,2,0.478299
13.07,12.495,13.92,11.455,1,4,1,4,4,3,1,4,3,1,0.585051
15.995,10.565,17.68,16.529999,1,1,1,3,1,3,4,4,3,3,0.463057
10.05,16.27,18.31,17.7,1,1,3,4,4,4,1,3,4,2,0.493863
12.075,17.29,15.74,14.684999,1,1,3,4,3,1,4,3,3,2,0.63035
12.41,16.56,17.65,17.3,1,3,3,1,1,4,3,3,4,3,0.492245
10.535,10.585,13.955,11.235,1,1,1,3,1,1,1,3,4,1,0.761498
18.82,18.045,19.215,16.32,1,1,1,4,4,4,3,1,4,1,0.441262
12.57,13.07,11.595,15.775,1,4,3,4,4,1,4,4,4,3,0.642201
19.74,16.6,11.92,12.135,1,4,3,4,3,3,4,4,3,1,0.651142
18.15,11.345,17.825,18.015,1,4,3,3,4,1,4,4,1,3,0.444978
11.245,16.72,17.485,11.09,1,4,1,3,3,4,1,3,4,2,0.503045
12.825,18.545,14.21,16.505,1,4,3,1,4,1,4,1,3,3,0.614143
15.865,12.175,18.119999,15.46,1,4,1,1,3,3,3,4,3,1,0.455648
11.365,17.45,16.355,12.165,1,4,1,4,4,3,1,4,3,2,0.510092
16.91,12.28,19.085,15.934999,1,3,1,4,4,4,4,1,3,2,0.486142
10.88,11.04,18.575,17.185,1,4,3,4,4,4,3,3,4,3,0.689861
12.945,17.045,17.675,19.545,1,4,1,1,3,4,4,4,3,1,0.495821
10.025,13.485,16.74,13.195,1,4,3,4,3,3,4,4,3,2,0.484044
19.26,18.67,15.67,10.51,1,4,1,3,4,4,4,4,3,2,0.686373
12.84,17.515,15.219999,15.434999,1,3,1,3,3,4,3,4,3,1,0.489417
15.83,17.244999,16.345,11.335,1,4,1,4,4,4,4,3,3,3,0.473737
16.725,19.7,14.25,17.765,1,4,3,1,3,3,4,3,3,3,0.554106
10.715,13.145,12.785,19.365,1,1,1,3,4,3,4,1,4,1,0.65156
18.855,12.33,16.65,18.355,1,4,3,4,3,4,4,4,3,3,0.615454
17.32,14.54,10.61,17.779999,1,4,1,1,4,1,4,4,4,3,0.462595
13.61,16.84,13.02,17.205,1,4,1,4,3,3,4,4,1,2,0.594204
19.96,10.45,15.165,15.549999,1,3,1,1,4,3,3,1,4,1,0.508336
12.8,17.825,11.205,16.88,1,3,1,3,4,4,4,3,3,3,0.506472
11.03,18.720001,18.515,15.684999,1,3,3,4,3,3,4,4,4,2,0.435576
10.67,15.385,17.455,11.95,1,4,1,4,4,4,4,4,4,1,0.562117
12.690001,11.88,12.514999,17.805,1,4,1,3,4,3,4,4,4,3,0.639415
12.96,13.96,10.275,14.094999,1,3,1,4,4,4,4,4,4,1,0.586648
14.755,19.095001,19.385,11.28,1,4,1,1,4,3,3,4,4,1,0.442461
12.175,16.79,15.66,13.68,1,1,1,4,4,4,4,3,4,3,0.512472
14.7,12.24,15.965,11.42,1,3,3,4,4,4,4,3,3,2,0.615132
17.665,18.015,15.115,15.335,1,1,1,1,4,4,1,4,4,1,0.509882
18.564999,10.1,11.785,17.985,1,1,1,4,4,1,4,4,4,2,0.424035
10.205,11.059999,18.77,10.385,1,3,3,4,3,3,3,4,4,3,0.452113
10.995,14.57,15.635,12.639999,1,4,1,3,4,3,4,4,3,1,0.552901
14.615,15.514999,14.23,16.39,1,4,3,3,3,1,1,3,4,2,0.536159
19.765,12.889999,17.02,17.31,1,4,1,1,3,1,4,4,4,1,0.408187
16.154999,19.435,16.165,11.38,1,4,3,4,4,3,4,4,4,2,0.487462
18.455,17.325,14.82,12.565001,1,4,3,3,4,3,4,3,3,2,0.522661
19.555,14.844999,13.75,20,1,3,1,4,4,4,3,4,4,1,0.406765
16.975,11.74,18.06,16.86,1,4,3,1,3,4,4,3,3,1,0.476126
17.175,19.71,19.154999,10.8,1,4,3,1,4,1,4,4,4,3,0.460091
12.365,15.17,13.74,11.73,1,3,1,1,3,4,4,3,1,3,0.550908
16.485,19.695,15.84,13.19,1,4,3,3,3,4,4,4,4,1,0.427966
13.405,13.73,10.425,16.18,1,4,3,3,4,3,4,3,4,2,0.738664
11.5,14.52,16.17,18.605,1,4,3,4,3,4,4,3,4,1,0.556298
10.985,16.485,13.615,14.415,1,4,3,1,3,1,1,3,4,2,0.692969
18.345001,17.97,19.705,14.77,1,3,3,4,4,3,4,3,1,3,0.409159
10.12,16.885,15.905,16.845,1,4,1,4,3,4,4,4,1,2,0.512442
15.24,11.485,10.59,11.535,1,3,1,4,4,1,4,1,1,1,0.532118
16.965,14.815001,15.264999,17.24,1,1,1,1,4,4,3,4,4,2,0.45599
18.8,10.51,13.465,12.25,1,3,3,4,1,1,3,4,3,1,0.448782
18.599998,13.85,18.15,10.795,1,1,1,4,1,4,3,4,4,3,0.680236
16.19,15.67,15.559999,16.06,1,4,1,4,4,4,4,1,3,2,0.487011
13.925,18.64,19.974998,15.68,1,4,1,4,4,3,3,4,1,2,0.419107
16.665,18.04,18.695,14.695,1,4,1,3,3,4,1,4,4,1,0.532061
12.385,13.19,12.645,13.325,1,4,1,3,4,4,3,1,3,3,0.614781
18.68,12.29,13.184999,11.425,1,3,1,3,3,4,4,4,4,1,0.613098
13.755,19.52,12.74,12.275,1,4,3,3,3,4,1,4,4,1,0.641312
11.655,13.815,16.465,18.869999,1,3,1,3,4,4,4,3,4,1,0.472807
13.11,19.904999,14.77,14.309999,1,4,1,1,4,1,3,4,4,2,0.592249
13.83,12.34,14.12,14.28,1,4,3,4,3,4,3,4,4,2,0.62179
11.555,16.935,16.33,10.56,1,3,3,3,4,4,4,4,4,2,0.474024
17.29,16.98,17.15,12.665,1,4,3,4,4,3,4,4,4,3,0.46781
