Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
2.9011378,7.072935,6.6537127,4,1,4,2,41.2589
6.9550047,7.9546375,7.9349937,3,1,3,1,4.48072
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
5.042189,5.436442,7.9349937,4,1,3,1,4.35865
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,5.279275,4,1,3,1,2.05327
7.918825,7.9546375,5.279275,4,1,3,1,2.05327
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,6.866819,4,3,3,1,2.18831
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
5.042189,5.436442,7.9349937,4,1,3,1,4.35865
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9622126,7.5350375,7.27676,3,1,1,1,7.18159
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,6.389784,5.538109,1,4,1,2,4.64428
7.9622126,7.9546375,3.4909983,4,1,4,1,2.16831
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.5707426,4,1,4,1,2.1706
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,5.279275,4,1,3,1,2.05327
7.918825,7.9546375,7.9349937,4,1,1,1,2.37818
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,5.279275,4,1,3,1,2.05327
7.918825,6.389784,5.538109,4,1,3,1,2.22709
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,5.654318,5.279275,4,1,3,1,2.48146
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,5.654318,5.279275,4,1,3,1,2.48146
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.8703775,4,4,3,1,2.94836
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.8703775,4,4,3,1,2.94836
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,5.4522324,7.9349937,4,1,3,1,2.12257
7.9622126,7.9546375,3.4909983,4,3,4,1,2.85899
7.918825,6.389784,5.538109,1,4,1,2,4.64428
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,6.866819,4,1,4,1,2.29274
7.918825,7.9546375,6.866819,4,3,3,1,2.18831
7.057899,7.5350375,7.27676,1,1,3,1,2.30816
7.9622126,7.5350375,7.27676,3,1,1,1,7.18159
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
2.2871487,5.883547,6.504141,3,1,3,1,4.95386
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
6.8407326,5.4522324,7.9349937,1,1,3,2,3.39985
7.918825,7.9267397,3.3520489,1,4,1,2,2.8943
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,3.7551336,4,1,1,1,1.87049
7.918825,7.9546375,7.8703775,4,4,3,1,2.94836
7.918825,5.654318,5.279275,4,1,3,1,2.48146
7.918825,7.9546375,7.9349937,3,1,1,1,3.13395
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
6.1956944,7.9546375,7.9349937,3,3,3,1,3.29183
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,7.9349937,3,1,3,2,2.49669
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
7.918825,7.9546375,3.7100654,1,1,3,1,2.32025
6.8407326,5.4522324,7.9349937,1,1,3,2,3.39985
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.566177,5.654318,5.279275,4,1,3,1,3.07717
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,5.654318,5.279275,4,1,3,1,2.48146
7.918825,7.9546375,7.9349937,3,1,3,1,2.17884
7.918825,7.9546375,6.866819,4,3,3,1,2.18831
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
6.1956944,7.9546375,7.9349937,3,3,3,1,3.29183
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
2.3298054,2.1947656,5.279275,3,1,3,1,7.02421
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,7.9546375,7.9349937,4,1,1,1,1.87049
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
7.918825,4.344714,7.9349937,4,3,3,1,5.10352
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.8703775,3,4,3,1,2.20461
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
3.3996134,5.4886646,3.7551336,3,4,4,2,8.74892
5.1621604,7.893362,7.9349937,4,1,4,2,3.06555
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,5.080656,5.1039195,4,1,3,1,2.73584
3.8512988,5.1142664,6.178944,1,1,3,2,3.51453
7.918825,7.9546375,7.9349937,4,3,3,1,1.86673
7.918825,5.080656,5.1039195,4,1,3,1,2.73584
7.918825,7.9546375,3.7551336,4,1,1,1,1.87049
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5590277,6.7475696,4,1,4,2,2.67074
7.9622126,7.5350375,7.27676,3,4,1,2,2.08285
7.918825,7.3038526,7.9349937,4,4,3,1,2.9582
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
3.3996134,7.9546375,7.9349937,4,3,3,2,3.91914
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
7.918825,7.5350375,7.27676,3,4,1,1,2.42193
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
3.3996134,7.9546375,7.9349937,4,1,1,1,3.76618
7.918825,7.9546375,7.9349937,4,3,3,2,2.47249
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.3038526,7.9349937,4,4,3,1,2.9582
3.8207335,7.5350375,7.27676,3,4,1,2,3.19583
7.918825,7.9546375,7.9349937,4,1,1,1,1.87049
7.918825,7.5350375,7.27676,3,3,4,2,2.65687
7.918825,7.5350375,7.27676,3,4,1,1,2.42193
7.918825,7.5350375,7.27676,3,3,4,2,2.65687
7.9622126,7.5350375,7.27676,3,4,3,1,2.52945
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.8703775,3,4,3,1,2.58716
7.918825,7.9546375,7.9349937,4,1,4,1,2.1706
7.918825,7.9546375,7.9349937,4,1,1,1,1.87049
3.2769246,7.893362,7.9349937,4,1,3,1,2.44101
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9988832,7.9546375,7.9349937,1,3,3,2,4.22136
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,1,1,1.87049
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5590277,6.7475696,4,1,4,2,2.67074
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,3,3,2,2.47249
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.133283,2.6180234,3,3,4,2,3.57398
4.496121,7.5350375,7.27676,3,1,1,1,2.66795
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
7.918825,7.5350375,7.27676,3,4,1,1,2.42193
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
4.1486716,5.9709444,7.9349937,3,4,3,1,2.32437
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
3.2769246,7.893362,7.9349937,4,1,3,1,2.44101
3.3996134,7.753724,7.9349937,4,1,1,1,2.92954
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9622126,5.9837074,7.27676,1,4,1,1,2.80003
7.918825,7.9546375,7.9349937,3,4,3,1,2.17695
3.8207335,7.5350375,7.27676,3,4,1,2,3.19583
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
3.3996134,7.9546375,7.9349937,4,1,4,2,2.88506
3.3996134,7.753724,7.9349937,3,1,3,1,2.91059
7.918825,7.9546375,4.9639277,4,1,3,1,2.15344
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5350375,7.27676,3,4,1,1,2.42193
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,2,2.15024
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.9622126,5.9837074,7.27676,1,4,1,1,2.80003
7.9622126,5.9837074,7.27676,1,4,1,1,2.80003
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
4.287515,7.9546375,7.9349937,4,1,3,1,2.45699
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
4.496121,5.9709444,7.9349937,3,4,4,1,5.52272
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.9622126,5.9837074,7.27676,1,4,1,1,2.80003
6.197591,7.9546375,7.9349937,3,1,3,2,2.37786
3.2769246,6.406331,7.9349937,4,1,3,1,2.66998
7.918825,7.5350375,7.27676,3,4,4,1,2.16613
7.918825,7.9546375,7.9349937,4,4,3,1,1.92553
4.287515,7.9546375,7.9349937,4,1,3,1,2.45699
7.840744,6.7698126,7.4315557,1,4,3,1,1.77099
7.840744,6.7698126,7.369758,3,1,3,1,3.86355
7.840744,3.977581,7.2569237,1,1,3,1,2.03143
7.840744,6.217278,7.4315557,1,1,3,2,2.7125
7.840744,4.5275927,7.4315557,1,4,3,1,2.83442
7.840744,6.7698126,7.4315557,1,4,1,2,2.69963
7.840744,6.217278,7.4315557,1,1,3,2,2.7125
7.25461,7.094287,7.2569237,1,3,3,1,2.14404
7.840744,7.397751,7.4315557,3,3,1,1,2.10499
2.9157963,7.397751,3.0334222,3,3,1,1,3.33366
7.840744,6.7698126,7.369758,3,4,3,2,3.53594
7.840744,6.7698126,5.321069,1,4,3,1,2.53812
7.840744,4.4261055,7.914754,1,3,1,1,2.21969
7.840744,6.7698126,7.4315557,1,4,3,1,1.77099
7.840744,6.8526697,7.4315557,3,1,1,2,2.90034
7.516775,6.7698126,7.4315557,3,4,3,1,2.49348
7.840744,7.0333104,5.750719,4,4,3,2,2.66345
7.840744,6.7698126,7.4315557,1,4,3,2,2.18103
7.651956,5.1663175,7.4315557,4,4,4,1,6.52018
7.840744,6.7698126,7.4315557,1,4,1,2,2.69963
7.840744,7.397751,7.4315557,3,3,1,1,2.10499
7.25461,7.094287,7.2569237,1,3,3,1,2.14404
7.840744,6.7698126,7.4315557,1,4,3,1,1.77099
7.840744,4.5275927,7.4315557,1,3,3,1,2.01528
7.840744,7.397751,7.4315557,3,3,1,1,2.10499
7.840744,6.8526697,7.4315557,3,1,1,2,2.90034
7.840744,6.7698126,7.4315557,1,4,3,2,2.18103
7.840744,4.5275927,7.4315557,1,3,3,1,2.01528
7.840744,7.397751,7.4315557,3,3,1,1,2.10499
7.840744,4.5275927,7.4315557,1,3,3,1,2.01528
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,4.9639277,4,1,3,1,2.15344
7.918825,7.9546375,7.9349937,4,4,1,2,2.91663
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5350375,7.27676,3,4,4,1,2.16613
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
6.8074226,7.9546375,7.9298997,4,4,3,2,2.60435
2.9078412,7.9546375,7.9349937,4,4,1,1,4.34646
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
7.918825,7.9546375,4.9639277,4,1,3,1,2.15344
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
5.4333506,7.9546375,7.9349937,4,1,4,1,2.86236
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
6.141455,7.9546375,7.9349937,4,4,3,2,2.60389
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.141455,7.9546375,7.9349937,4,4,3,2,2.60389
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,2.871914,7.9349937,4,1,1,2,4.1862
7.918825,7.9546375,3.815888,4,1,3,1,3.52016
6.4843454,7.9546375,7.9349937,4,3,3,2,2.78109
6.141455,7.9546375,7.9349937,4,4,3,2,2.60389
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.8753853,7.9546375,7.9349937,4,1,3,2,2.49548
7.918825,7.5350375,7.27676,3,4,4,1,2.16613
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
2.46733,6.145764,7.9349937,1,4,4,2,11.698
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,3.815888,4,1,3,1,3.52016
7.680558,5.364455,6.1918125,3,1,4,2,3.39087
6.141455,7.9546375,7.9349937,4,4,3,2,2.60389
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
6.141455,7.440147,7.0022807,4,3,3,1,2.20249
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
5.429117,6.694869,7.9349937,4,1,3,1,2.0252
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.680558,7.9546375,4.9639277,4,4,1,1,3.69027
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.918825,7.9546375,7.9349937,4,1,3,2,1.95259
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
2.7774222,7.9546375,7.9349937,4,1,3,1,3.85018
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.141455,7.440147,7.0022807,4,3,3,1,2.20249
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
6.4743514,6.989509,7.3037267,3,1,1,1,2.66285
5.429117,6.694869,7.9349937,4,1,3,1,2.0252
5.429117,7.9546375,7.9349937,4,1,3,1,1.84514
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.680558,5.3511224,7.27676,1,4,3,2,2.56994
6.141455,7.440147,7.0022807,4,3,3,1,2.20249
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.9546375,7.9349937,4,1,3,1,1.63065
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
7.6514664,7.9546375,7.9349937,4,4,3,2,2.60389
7.918825,7.5350375,7.27676,1,4,3,2,2.06815
5.9130473,7.9546375,7.9349937,4,1,1,1,2.67481
7.680558,5.3511224,7.27676,1,4,3,2,2.56994
7.918825,7.9546375,7.9349937,4,4,1,2,2.76528
7.680558,7.9546375,7.9349937,3,4,4,1,1.86442
