"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14"
"1.3343393"," 1.520626"," 1.7537643"," 1.341114"," 0.987833"," 1.3071651","3","3","3","3","2","1","2","39.3588"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.3343393"," 0.76420975"," 0.6498376"," 1.9555384"," 0.987833"," 1.3071651","3","3","3","3","2","1","1","39.3588"
"1.3924594"," 1.4878007"," 0.9259608"," 1.8026499"," 1.4479961"," 1.6065899","3","3","3","3","1","1","1","26.5482"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.0575657"," 0.8709382"," 1.4438162"," 0.5928482"," 0.90772545"," 0.7758962","1","1","1","1","2","1","2","48.0094"
"0.81636107"," 0.6070905"," 0.8151833"," 1.6814904"," 0.62974787"," 0.5523163","3","3","3","3","2","1","2","94.8459"
"0.89982563"," 0.9212891"," 1.4555186"," 1.7034538"," 1.1448662"," 1.4217829","1","1","1","1","1","1","1","51.0774"
"1.8982311"," 1.7825378"," 1.4395515"," 1.9520103"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","20.0343"
"1.978555"," 1.8706553"," 1.3196234"," 1.0773453"," 0.62974787"," 1.3826401","1","1","1","1","2","1","2","19.139"
"1.599733"," 1.9164095"," 1.305277"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","1","21.507"
"1.5643475"," 1.7825378"," 1.5905956"," 1.0105162"," 0.62974787"," 1.7402681","1","1","1","1","2","1","1","23.2772"
"1.7684754"," 0.9625524"," 1.7706985"," 1.6902285"," 1.6563592"," 0.5890515","2","2","2","2","1","1","1","21.6174"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.3378537"," 1.7105786"," 1.9036396"," 1.3406769"," 1.5227938"," 1.2725432","3","3","3","3","1","1","2","29.8238"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"0.6850718"," 1.8957667"," 1.7579"," 0.6504673"," 1.5980302"," 1.2725432","3","3","3","3","1","1","2","28.6551"
"0.7878084"," 1.4456114"," 1.4278841"," 1.6382242"," 1.5628116"," 1.4747471","3","3","3","3","1","1","1","26.587"
"1.7926424"," 0.7406285"," 1.1315842"," 1.7178583"," 0.9411459"," 1.1971867","3","3","3","3","2","1","2","42.5376"
"1.9978867"," 0.5887945"," 1.4851272"," 0.69590807"," 1.1734769"," 1.2163012","3","3","3","3","1","1","2","35.9526"
"1.3885868"," 1.6028231"," 0.52968794"," 1.7860594"," 0.85069954"," 0.72609794","1","1","1","1","2","1","2","27.2657"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.0575657"," 0.8709382"," 1.4438162"," 0.5928482"," 0.90772545"," 0.7758962","1","1","1","1","2","1","2","48.0094"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.4423594"," 1.9883403"," 0.6065618"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","2","1","1","34.4884"
"1.3343393"," 1.520626"," 1.7537643"," 1.341114"," 0.987833"," 1.3071651","3","3","3","3","2","1","2","39.3588"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"0.89982563"," 0.9212891"," 1.4555186"," 1.7034538"," 1.1448662"," 1.4217829","1","1","1","1","1","1","1","51.0774"
"1.3343393"," 0.76420975"," 0.6498376"," 1.9555384"," 0.987833"," 1.3071651","3","3","3","3","2","1","1","39.3588"
"1.3924594"," 1.4878007"," 0.9259608"," 1.8026499"," 1.4479961"," 1.6065899","3","3","3","3","1","1","1","26.5482"
"0.81636107"," 0.6070905"," 0.8151833"," 1.6814904"," 0.62974787"," 0.5523163","3","3","3","3","2","1","2","94.8459"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.8861043"," 1.5199798"," 1.2634172"," 1.0105162"," 0.513083"," 0.52986884","1","1","1","1","2","1","1","22.5214"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.5643475"," 1.7825378"," 1.5905956"," 1.0105162"," 0.62974787"," 1.7402681","1","1","1","1","2","1","1","23.2772"
"1.8982311"," 1.7825378"," 1.4395515"," 1.9520103"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","20.0343"
"1.978555"," 1.8706553"," 1.3196234"," 1.0773453"," 0.62974787"," 1.3826401","1","1","1","1","2","1","2","19.139"
"1.599733"," 1.9164095"," 1.305277"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","1","21.507"
"1.3343393"," 1.9503362"," 1.8996252"," 1.341114"," 1.9409151"," 1.3071651","3","3","3","3","2","1","1","25.2874"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.3378537"," 1.7105786"," 1.9036396"," 1.3406769"," 1.5227938"," 1.2725432","3","3","3","3","1","1","2","29.8238"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"0.6850718"," 1.8957667"," 1.7579"," 0.6504673"," 1.5980302"," 1.2725432","3","3","3","3","1","1","2","28.6551"
"0.7878084"," 1.4456114"," 1.4278841"," 1.6382242"," 1.5628116"," 1.4747471","3","3","3","3","1","1","1","26.587"
"1.7926424"," 0.7406285"," 1.1315842"," 1.7178583"," 0.9411459"," 1.1971867","3","3","3","3","2","1","2","42.5376"
"1.9978867"," 0.5887945"," 1.4851272"," 0.69590807"," 1.1734769"," 1.2163012","3","3","3","3","1","1","2","35.9526"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.3885868"," 1.6028231"," 0.52968794"," 1.7860594"," 0.85069954"," 0.72609794","1","1","1","1","2","1","2","27.2657"
"1.0575657"," 0.8709382"," 1.4438162"," 0.5928482"," 0.90772545"," 0.7758962","1","1","1","1","2","1","2","48.0094"
"1.4423594"," 1.9883403"," 0.6065618"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","2","1","1","34.4884"
"1.3343393"," 1.520626"," 1.7537643"," 1.341114"," 0.987833"," 1.3071651","3","3","3","3","2","1","2","39.3588"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"0.89982563"," 0.9212891"," 1.4555186"," 1.7034538"," 1.1448662"," 1.4217829","1","1","1","1","1","1","1","51.0774"
"1.3343393"," 0.76420975"," 0.6498376"," 1.9555384"," 0.987833"," 1.3071651","3","3","3","3","2","1","1","39.3588"
"1.3924594"," 1.4878007"," 0.9259608"," 1.8026499"," 1.4479961"," 1.6065899","3","3","3","3","1","1","1","26.5482"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.8982311"," 1.7825378"," 1.4395515"," 1.9520103"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","20.0343"
"1.978555"," 1.8706553"," 1.3196234"," 1.0773453"," 0.62974787"," 1.3826401","1","1","1","1","2","1","2","19.139"
"1.599733"," 1.9164095"," 1.305277"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","1","21.507"
"1.8861043"," 1.5199798"," 1.2634172"," 1.0105162"," 0.513083"," 0.52986884","1","1","1","1","2","1","1","22.5214"
"1.3343393"," 1.9503362"," 1.8996252"," 1.341114"," 1.9409151"," 1.3071651","3","3","3","3","2","1","1","25.2874"
"1.5643475"," 1.7825378"," 1.5905956"," 1.0105162"," 0.62974787"," 1.7402681","1","1","1","1","2","1","1","23.2772"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.3378537"," 1.7105786"," 1.9036396"," 1.3406769"," 1.5227938"," 1.2725432","3","3","3","3","1","1","2","29.8238"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"0.6850718"," 1.8957667"," 1.7579"," 0.6504673"," 1.5980302"," 1.2725432","3","3","3","3","1","1","2","28.6551"
"1.7926424"," 0.7406285"," 1.1315842"," 1.7178583"," 0.9411459"," 1.1971867","3","3","3","3","2","1","2","42.5376"
"1.9978867"," 0.5887945"," 1.4851272"," 0.69590807"," 1.1734769"," 1.2163012","3","3","3","3","1","1","2","35.9526"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.0575657"," 0.8709382"," 1.4438162"," 0.5928482"," 0.90772545"," 0.7758962","1","1","1","1","2","1","2","48.0094"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.3343393"," 1.520626"," 1.7537643"," 1.341114"," 0.987833"," 1.3071651","3","3","3","3","2","1","2","39.3588"
"1.4423594"," 1.9883403"," 0.6065618"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","2","1","1","34.4884"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"0.89982563"," 0.9212891"," 1.4555186"," 1.7034538"," 1.1448662"," 1.4217829","1","1","1","1","1","1","1","51.0774"
"1.3343393"," 0.76420975"," 0.6498376"," 1.9555384"," 0.987833"," 1.3071651","3","3","3","3","2","1","1","39.3588"
"1.3924594"," 1.4878007"," 0.9259608"," 1.8026499"," 1.4479961"," 1.6065899","3","3","3","3","1","1","1","26.5482"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.861747"," 1.8448089"," 1.4395515"," 0.8884313"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","19.8889"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.3885868"," 1.6028231"," 0.52968794"," 1.7860594"," 0.85069954"," 0.72609794","1","1","1","1","2","1","2","27.2657"
"1.8982311"," 1.7825378"," 1.4395515"," 1.9520103"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","20.0343"
"1.599733"," 1.9164095"," 1.305277"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","1","21.507"
"1.8861043"," 1.5199798"," 1.2634172"," 1.0105162"," 0.513083"," 0.52986884","1","1","1","1","2","1","1","22.5214"
"1.3343393"," 1.9503362"," 1.8996252"," 1.341114"," 1.9409151"," 1.3071651","3","3","3","3","2","1","1","25.2874"
"1.5643475"," 1.7825378"," 1.5905956"," 1.0105162"," 0.62974787"," 1.7402681","1","1","1","1","2","1","1","23.2772"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.8861043"," 1.5199798"," 1.2634172"," 1.0105162"," 0.513083"," 0.52986884","1","1","1","1","2","1","1","22.5214"
"1.3343393"," 1.9503362"," 1.8996252"," 1.341114"," 1.9409151"," 1.3071651","3","3","3","3","2","1","1","25.2874"
"1.5643475"," 1.7825378"," 1.5905956"," 1.0105162"," 0.62974787"," 1.7402681","1","1","1","1","2","1","1","23.2772"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.4423594"," 1.9883403"," 0.6065618"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","2","1","1","34.4884"
"1.236472"," 1.5015019"," 1.4851272"," 1.3555633"," 0.5281403"," 1.2163012","1","1","1","1","2","1","2","30.7691"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.9978867"," 0.5887945"," 1.4851272"," 0.69590807"," 1.1734769"," 1.2163012","3","3","3","3","1","1","2","35.9526"
"1.3885868"," 1.6028231"," 0.52968794"," 1.7860594"," 0.85069954"," 0.72609794","1","1","1","1","2","1","2","27.2657"
"1.3343393"," 0.76420975"," 0.6498376"," 1.9555384"," 0.987833"," 1.3071651","3","3","3","3","2","1","1","39.3588"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.0575657"," 0.8709382"," 1.4438162"," 0.5928482"," 0.90772545"," 0.7758962","1","1","1","1","2","1","2","48.0094"
"1.3924594"," 1.4878007"," 0.9259608"," 1.8026499"," 1.4479961"," 1.6065899","3","3","3","3","1","1","1","26.5482"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.7926424"," 0.7406285"," 1.1315842"," 1.7178583"," 0.9411459"," 1.1971867","3","3","3","3","2","1","2","42.5376"
"1.3343393"," 1.520626"," 1.7537643"," 1.341114"," 0.987833"," 1.3071651","3","3","3","3","2","1","2","39.3588"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.861747"," 1.8448089"," 1.4395515"," 0.8884313"," 0.81766886"," 1.5086231","1","1","1","1","2","1","1","19.8889"
"1.599733"," 1.9164095"," 1.305277"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","1","21.507"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
