x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
1.4614999,1.1225,0.98300004,0.94850004,1.3175,5,5,5,2,2,5,2,2,2,5,1,2,2.29633
0.75725,1.6655,0.99724996,0.7895,0.81799996,5,5,5,5,5,5,2,1,5,5,5,1,3.35284
1.5845,1.77575,1.00175,1.8575,1.34525,5,5,5,2,1,5,5,2,2,5,5,2,1.22795
1.60775,1.72325,0.5765,1.334,1.0220001,5,2,5,5,5,5,1,2,5,2,5,2,1.5021
1.7435,1.89575,0.81275,1.66325,1.42925,2,2,5,1,5,5,5,5,2,2,5,2,1.04803
1.076,1.81775,0.6455,1.4449999,1.82225,5,5,2,2,5,5,5,5,5,2,2,2,1.52558
1.93925,0.54125,1.20575,0.92,0.92075,2,5,2,2,2,1,2,2,5,5,1,1,4.1304
1.694,0.614,1.96475,0.6395,1.87325,5,1,5,5,1,5,5,2,5,5,2,2,3.91714
1.03625,1.9625,1.049,1.655,1.4367499,5,1,5,5,2,5,5,1,5,5,5,1,1.68301
0.66275,1.0422499,0.74300003,1.61975,1.0009999,2,2,1,2,5,5,5,1,5,5,5,2,1.89256
1.26125,0.87125003,0.83825004,1.36325,1.6767501,5,5,2,2,5,5,5,2,2,1,5,1,2.19192
1.2545,1.5320001,0.7625,1.77575,0.88025,5,5,1,5,2,2,5,2,2,5,5,1,1.3848
1.08875,0.94175,0.737,1.3069999,1.1285,2,2,5,5,5,5,5,2,5,5,1,1,2.1136
1.03925,1.66175,0.5285,0.98074996,0.659,1,2,5,2,5,5,5,5,1,2,5,2,1.68717
1.97075,1.3445001,1.22675,0.8825,1.12625,5,2,2,5,2,2,5,5,5,5,2,1,2.72942
1.0355,1.7255,0.74224997,1.724,1.3887501,2,5,5,5,2,2,5,5,5,5,5,1,1.44588
1.3145001,0.73175,0.62075,1.73225,1.85375,5,5,5,5,5,5,5,1,5,2,5,2,1.59388
1.1352501,1.46525,1.1075001,0.77225,1.55,5,2,5,1,2,2,2,5,5,5,5,2,1.3181
0.827,1.178,0.6185,1.75625,0.7895,2,2,5,5,5,5,5,5,5,2,5,1,1.5369
1.04075,1.98725,1.517,1.76825,1.1285,5,5,5,5,5,2,1,5,2,5,5,1,1.11624
1.0745001,0.6575,1.68725,1.763,1.04,5,2,5,2,5,5,5,5,2,5,5,2,2.6993
1.4585,1.031,1.05125,0.91400003,1.82825,5,1,5,5,2,2,5,5,1,5,2,2,2.28781
1.145,1.5425,1.4585,1.4247501,1.8365,5,2,5,5,5,5,5,5,5,2,2,2,1.75515
0.9935,1.80275,0.6875,0.77750003,1.01975,1,5,5,5,1,2,1,5,5,5,5,2,2.74523
1.8875,1.25825,1.89575,0.53975,1.01975,5,1,5,5,2,5,5,2,5,5,1,2,4.87801
1.27475,1.30025,1.1795,1.0782499,1.69775,2,5,5,5,5,2,2,1,5,5,2,1,1.28346
1.3512499,1.5455,0.79550004,0.63125,1.10675,2,5,2,2,5,2,1,2,2,5,5,1,1.24623
1.8005,0.7625,1.49825,0.6725,0.842,2,2,5,5,5,2,2,5,2,5,2,2,3.32779
0.92225003,1.73975,0.749,1.35875,1.9535,5,5,2,5,5,2,5,5,2,2,5,2,1.88715
1.25975,0.8105,1.586,0.575,1.12925,5,5,5,1,1,5,2,1,5,2,2,1,3.23387
1.55075,0.605,1.42925,0.7175,1.8845,5,5,2,1,2,5,1,5,5,5,1,2,2.44877
1.85,1.8155,1.9505,0.87125003,0.5165,2,2,5,1,2,1,5,5,1,5,5,1,1.19958
0.671,1.109,0.8105,1.9115,0.605,1,5,2,1,2,1,5,1,1,5,2,2,3.12391
0.527,1.46675,1.98575,0.99425,0.74300003,5,2,5,5,5,1,5,2,2,5,5,2,2.06419
0.959,0.6455,1.12625,0.90275,1.69475,2,5,5,2,5,2,5,5,2,5,5,1,3.67126
1.22375,0.9365,1.628,1.91375,1.18775,5,5,5,5,5,2,2,5,5,2,2,1,1.03905
1.55675,1.5747501,1.6092501,1.655,1.33325,5,5,1,5,1,2,5,1,1,1,5,1,1.43093
1.79825,1.9152501,1.7540001,1.7465,1.0205,2,5,5,5,5,5,2,2,2,5,5,2,1.23937
0.85175,1.0805,1.4697499,1.823,1.73825,5,5,5,2,2,5,5,2,2,5,1,2,1.54132
1.61225,1.65275,0.99275005,1.862,1.32575,5,5,2,2,5,5,5,2,5,5,5,1,1.28774
1.5575,1.931,1.1967499,1.649,0.66575,5,2,5,5,1,5,5,2,5,5,1,1,1.55207
0.77375,1.96325,1.232,1.89425,1.265,2,5,5,5,5,5,5,5,1,2,5,2,1.34612
1.46075,1.74725,0.65075,0.6875,1.74875,5,5,5,5,5,2,5,5,5,5,5,2,3.9354
0.94624996,1.2290001,1.4742501,1.0092499,1.0055001,1,2,1,1,1,5,5,2,5,2,2,1,1.75642
1.1652501,1.0565,0.6605,1.67,1.48025,5,2,5,2,5,5,5,5,5,5,5,1,1.8
0.51125,1.41275,1.784,0.64325,0.93125,5,1,1,5,5,2,5,5,5,5,5,2,3.33829
0.7925,0.62,1.0715001,0.87049997,1.496,5,2,5,2,5,5,5,2,5,5,5,1,3.57331
1.8005,1.55525,0.99275005,1.1255,0.95975,5,1,5,2,5,1,2,5,5,5,2,2,0.895023
0.53675,1.406,0.95675004,1.69775,1.19,2,5,5,5,5,1,5,5,5,5,5,2,1.30743
1.1847501,0.7025,0.89375,1.0580001,0.97249997,5,2,2,5,5,5,5,1,5,5,5,1,2.28266
1.904,1.973,1.47125,0.92075,1.1359999,2,5,1,1,5,5,5,1,5,2,5,2,0.634538
0.578,0.7535,1.95725,0.524,1.7345,5,5,5,5,2,5,5,2,1,1,1,1,6.14069
1.355,0.896,0.66875,1.73675,1.98575,5,5,1,5,5,1,5,2,5,5,2,2,1.47952
0.7565,1.5275,1.72475,1.52225,1.637,5,2,2,2,5,5,5,5,5,5,5,2,1.09181
0.701,0.9125,1.99625,1.81475,1.31,1,5,5,5,2,5,2,2,5,5,5,2,1.56988
0.72425,1.19075,0.5255,1.0302501,0.76100004,1,5,5,2,5,5,5,5,5,5,1,2,2.16034
1.75025,1.8305,1.93775,0.81125,1.24175,1,1,5,1,5,5,2,5,2,2,2,1,1.39148
1.00025,1.67825,0.944,1.9055,1.79825,5,5,2,5,2,5,2,5,2,5,5,1,1.17831
1.14125,0.80675,0.56825,0.7445,1.71425,1,5,5,5,5,5,5,5,2,5,1,1,3.65377
1.289,1.649,1.646,1.8905001,0.63199997,2,5,5,5,5,5,2,5,5,1,5,1,1.30948
0.719,1.7457501,1.60175,0.96125,0.605,5,2,2,5,5,1,2,5,5,5,5,2,1.48589
0.64325,1.24625,0.752,1.1285,0.527,2,5,2,2,5,2,2,5,1,5,1,1,2.17885
0.57575,1.7315,1.3310001,1.57325,1.0115,5,2,5,5,2,5,2,1,5,2,2,2,1.18797
1.6085,0.73025,0.7415,0.50525,1.6535,1,5,5,5,2,5,5,1,2,1,5,2,5.41589
1.688,1.99625,0.8105,1.5035,0.79925,5,5,5,2,5,5,5,5,5,2,2,2,1.55713
1.10525,1.22,0.599,0.554,1.934,5,1,5,2,5,2,5,5,5,5,5,2,2.73135
0.665,1.81925,1.07375,0.87049997,1.69025,5,5,5,5,5,1,5,5,5,5,5,1,3.22565
1.02875,1.67825,1.9475,0.6365,0.74,5,5,1,5,5,5,5,5,5,5,5,1,5.28332
1.73225,1.4367499,1.5845,1.5605,1.3685,5,5,1,2,1,5,5,5,5,2,5,1,1.4772
1.7615,1.763,0.87125003,0.752,1.1825,5,2,5,2,5,1,5,5,5,2,5,2,2.07402
1.34675,1.7,1.3280001,1.37675,1.31675,2,5,5,5,2,2,5,5,5,2,2,2,1.77069
1.6265,1.9152501,1.0174999,0.9755,1.3759999,2,2,2,1,2,2,5,1,1,5,5,2,0.999997
0.839,0.50825,1.1570001,0.73399997,1.39325,5,2,5,5,5,5,2,5,2,1,5,1,2.96923
0.89750004,1.1517501,0.97249997,1.2335,0.77,2,5,5,5,2,2,5,2,5,5,5,2,1.0543
1.79225,0.7685,1.37375,1.5125,1.15775,5,2,5,5,5,5,5,5,5,5,5,1,1.6796
1.4367499,1.4735,0.674,1.85525,1.775,5,2,5,5,5,5,5,2,2,1,5,2,1.3315
1.49975,1.77275,1.1225,1.277,1.3295,5,5,5,5,2,5,5,5,2,2,1,2,2.24476
1.87475,0.89975,1.415,1.3227501,1.93475,2,2,2,5,5,2,2,5,2,5,5,2,2.56814
1.80125,0.78425,1.067,0.80075,0.88025,5,5,5,2,5,5,1,5,5,5,5,1,2.71675
1.322,1.00625,1.6475,1.5185,0.8555,5,2,5,5,5,2,5,5,2,5,2,2,1.23032
1.75925,1.50425,0.53,1.3715,1.043,5,2,5,2,1,5,5,5,5,5,2,2,1.5919
1.39775,1.97975,1.5575,0.91025,0.8585,1,5,5,2,5,5,5,5,2,5,5,2,1.98349
1.89575,1.90775,1.802,1.67525,1.77425,5,2,5,1,2,1,5,5,5,1,1,2,0.814147
0.62825,1.7675,1.22525,1.17575,1.1795,5,5,5,5,5,2,5,5,2,5,5,2,2.14224
0.76475,1.2327499,0.9905,1.871,0.68525,5,1,5,5,5,2,5,2,5,5,5,2,1.07281
0.94025004,1.20575,0.75275004,1.904,0.587,2,5,5,1,5,5,5,2,5,2,5,1,1.42144
0.56375,1.63925,0.50075,1.34225,1.832,5,5,5,2,5,5,5,5,5,5,2,1,1.74654
1.61675,1.03175,1.862,1.0055001,1.4885,5,5,5,1,5,2,1,5,2,5,5,1,1.43178
0.728,0.68375003,1.5065,1.6895,0.68075,5,5,2,2,2,5,5,2,2,5,5,2,2.28203
1.0467501,0.8915,1.34225,1.85825,0.66125,5,5,5,5,2,5,2,5,2,5,2,2,1.27424
0.9365,0.7235,0.7925,1.72475,1.31225,1,1,5,5,5,2,5,5,2,5,5,1,1.53902
1.1322501,1.48475,1.5005,1.18625,1.68275,2,1,5,2,5,5,5,5,1,5,5,1,1.36787
0.53675,1.1240001,0.878,1.097,1.2492499,5,5,5,2,2,5,5,5,2,5,5,1,2.24711
0.78125,1.4375,1.15325,0.83075,0.9005,5,5,2,5,1,5,5,5,2,5,5,2,3.60319
0.7205,0.99425,1.3362501,0.5375,0.80825,2,2,2,5,1,5,1,2,2,2,5,1,2.03618
1.9580001,1.36625,1.96175,1.9662501,0.75425,2,1,5,1,1,5,5,5,5,2,2,1,1.08423
1.85825,1.85075,1.013,1.544,0.95000005,5,2,2,1,2,2,5,5,5,5,5,1,1.12463
0.63725,1.65275,0.845,1.19075,1.01675,5,2,5,5,5,5,5,1,5,5,2,1,2.20483
1.54625,0.78875,1.2214999,1.3677499,1.22525,2,5,2,5,1,5,5,5,5,2,5,1,2.17991
1.81025,1.631,1.7967501,1.34825,1.3085,2,5,5,1,5,5,5,1,5,5,5,1,1.45644
1.3325,0.72650003,0.83075,1.45025,0.69200003,5,5,5,2,5,5,5,5,1,5,5,1,1.90926
1.3505,0.84275,0.96875,0.6965,1.52675,5,2,2,5,5,5,5,5,5,5,2,2,3.51265
1.72025,1.13675,1.77275,1.58975,1.6475,5,5,5,5,5,2,5,2,5,5,2,1,1.77507
0.97025,1.2485,1.7645,0.69200003,1.49225,5,5,5,5,5,1,2,2,5,5,5,1,3.39447
1.0625,0.512,0.70775,0.7595,0.85325,5,2,5,5,5,5,1,5,2,5,5,2,2.7484
1.562,1.8755,1.943,1.8725001,0.56,2,2,5,1,2,5,1,2,5,5,2,2,0.862673
1.4052501,0.947,1.68725,1.76525,1.0625,2,1,2,5,5,2,2,5,2,5,5,2,1.82286
1.2455001,1.2245,0.58775,0.79025,1.69025,5,5,1,5,5,5,2,2,1,1,5,1,3.11901
1.91075,0.7115,1.69775,0.63425,1.49,5,1,5,2,5,5,5,5,5,5,1,1,3.16074
1.4082501,1.07675,1.38125,1.745,1.0257499,5,2,2,5,5,2,2,2,2,1,5,2,1.82159
0.6335,1.5815,1.53125,1.91225,0.668,1,1,1,5,5,5,5,5,5,5,2,1,2.28939
1.15625,0.72425,0.64100003,1.4779999,1.79075,5,5,5,5,2,5,2,5,5,1,2,1,1.80447
0.93050003,1.457,1.65875,1.4577501,1.53125,5,5,2,2,5,5,5,2,2,5,1,2,1.5716
1.202,1.2207501,1.40675,1.3069999,0.872,2,5,2,5,5,5,5,2,1,5,2,2,0.871447
1.43225,0.71525,0.8345,1.4412501,0.81725,1,5,5,2,5,5,2,2,5,5,1,2,2.41184
1.3055,0.7535,1.178,1.0355,1.835,5,5,5,5,2,5,2,5,5,2,1,2,2.50553
1.62875,1.8560001,1.4300001,1.1135,0.71675,2,5,2,5,5,2,5,2,5,2,5,1,0.938092
0.92825,1.436,0.56225,0.82325,0.86,2,5,5,2,5,5,5,5,5,2,1,1,2.46302
1.712,0.72574997,0.8075,1.73825,1.27625,1,5,5,5,1,5,5,5,2,2,5,1,1.55652
0.65825,1.814,1.48775,0.55325,0.9755,1,5,5,2,5,5,5,5,5,5,5,1,3.61119
0.55025,0.8345,1.9955,1.2214999,0.60425,5,2,1,5,1,1,2,1,5,5,2,2,1.71764
1.45175,0.80974996,1.304,1.69175,1.5747501,5,1,1,5,1,5,5,5,5,5,5,2,1.30044
1.36325,0.55625,0.6905,0.8105,0.72125,5,2,5,5,2,1,2,5,5,5,5,2,2.00187
1.166,1.7585,1.9895,1.57625,1.079,2,2,5,5,2,2,5,1,5,5,5,2,0.927594
1.829,1.997,1.05575,1.163,0.956,1,5,5,2,5,2,5,2,2,5,2,2,0.675127
1.2372501,1.118,1.79975,1.6685001,1.7735,2,5,2,2,5,2,2,1,1,5,5,2,2.14296
1.08725,1.0835,1.916,0.5615,1.05125,2,1,1,1,5,1,5,5,5,2,5,1,2.56205
0.8825,0.70175,0.57275,0.52325,1.8185,2,5,5,2,1,5,5,2,2,1,5,2,3.95773
1.87325,1.73825,1.5365,0.7295,1.8050001,2,5,5,5,5,5,5,2,5,5,5,2,3.71472
0.9125,1.7975,1.94825,1.4089999,0.67325,5,5,1,5,2,5,5,5,2,5,1,2,1.9062
1.7540001,1.8125,0.58475,1.5245,1.59575,5,5,5,5,5,5,5,5,5,2,2,1,1.95957
1.9445,1.388,1.6295,1.42775,1.1570001,2,2,5,5,5,2,5,2,5,1,5,1,1.2506
1.748,1.4585,0.977,1.64975,0.87874997,5,1,2,5,2,5,5,5,2,5,5,2,1.28929
1.115,1.3722501,1.2995,1.95275,1.3445001,5,1,5,5,5,1,5,5,1,5,5,2,0.892963
0.88775,0.84575,0.9515,1.17575,0.563,5,2,2,5,5,5,1,2,2,5,5,2,1.90098
0.85925,1.28825,1.72625,1.60775,1.52825,2,1,2,5,5,5,2,5,2,2,2,1,1.28355
1.7525,1.39925,1.29125,1.1255,1.4195,2,5,5,5,5,1,5,1,5,5,5,1,0.893911
0.71000004,0.93875,1.3565,0.6845,1.541,5,5,5,5,5,2,1,2,5,5,5,2,3.32668
0.60875,0.53525,1.3594999,1.9985,1.2492499,5,5,2,2,5,5,5,5,5,5,5,2,1.53756
0.72725,0.54575,0.81875,1.2290001,0.5375,2,5,5,2,5,5,5,5,5,2,1,2,3.08487
0.6635,1.6925,0.74300003,1.69625,1.979,5,2,2,5,2,5,5,1,5,1,5,1,1.34182
0.506,1.64375,1.6422501,0.56375,1.22675,2,5,5,2,5,2,5,5,5,2,5,1,2.84416
0.8375,0.72125,1.99175,1.8905001,1.7555,5,1,5,1,1,1,1,5,5,5,2,1,0.948585
1.9475,1.51475,1.5125,1.7112501,1.7405,5,5,5,5,5,5,5,5,2,2,5,1,1.67
0.63425,1.09025,0.73925,1.9685,0.59075,5,2,1,5,2,5,5,2,5,2,1,2,1.2768
1.3347499,1.99475,0.99950004,1.2065,0.5915,1,5,2,5,5,5,5,2,5,2,2,1,0.797603
1.50725,1.3715,1.5605,1.3264999,0.638,5,2,5,2,2,5,2,5,5,5,5,1,1.06633
0.90875,0.869,1.34675,0.992,0.80675,5,2,2,5,5,5,1,5,2,2,5,2,1.7877
1.496,1.0265,1.3152499,0.6095,1.96775,2,5,5,5,1,1,5,5,2,5,5,1,3.85899
0.65,1.01075,0.788,0.6815,1.40675,2,2,2,5,2,5,2,5,2,5,5,2,2.90819
1.898,0.95449996,1.9985,1.2305,1.8575,5,5,5,5,2,1,5,2,5,5,5,1,2.12805
1.5830001,1.50425,0.8915,0.80675,1.862,2,5,2,5,2,5,5,5,5,5,1,1,3.28054
1.12325,1.57025,0.6155,0.91400003,1.80575,5,5,5,5,5,1,5,1,5,2,5,1,3.04025
0.53075,1.04375,0.88025,0.93725,1.70525,5,5,2,5,5,5,5,2,5,2,5,2,3.04467
1.298,1.90625,1.97375,1.79,1.40675,5,5,2,5,5,2,5,1,5,5,5,2,1.3709
1.0797501,1.235,1.5905,0.68375003,1.049,5,2,2,5,1,5,2,5,1,5,2,2,2.80409
1.88525,1.65125,1.16675,1.40675,1.544,5,2,5,5,5,2,2,1,5,5,5,1,1.02897
1.97825,0.83825004,1.44875,0.94475,1.0235,5,5,5,1,2,5,5,5,5,2,5,2,2.45508
1.55375,1.967,1.17275,1.01975,0.56375,2,5,5,2,5,1,5,5,5,5,5,2,1.55855
1.6932501,1.3970001,1.5935,1.12025,1.4217501,5,5,5,5,2,5,5,2,2,5,5,1,2.59644
1.78475,1.97825,1.5725,1.67825,1.106,1,5,5,2,5,1,5,5,5,5,5,2,1.08337
1.78775,1.2785001,1.919,1.18775,1.14425,1,1,5,5,5,1,5,1,5,2,2,1,1.06436
1.75475,1.13975,1.1517501,0.737,1.51325,5,5,5,5,2,2,5,1,5,2,5,1,3.66523
1.3392501,0.92675,1.6715,1.4195,1.2965,5,1,1,5,2,2,2,5,2,5,5,1,0.965807
1.883,1.5365,1.367,1.72925,0.893,2,5,2,5,1,5,5,5,2,5,2,1,1.50258
1.2365,1.19825,0.95075,0.73775,1.64075,5,2,2,5,5,5,1,5,2,5,5,1,2.69882
1.895,1.8245,1.4300001,1.7315,1.451,5,5,5,5,5,5,5,5,2,5,1,2,1.58699
1.56275,0.91025,1.82225,1.7855,1.95125,5,5,5,2,1,5,5,5,5,1,5,1,1.54471
1.7855,1.56725,1.4435,0.87425,1.301,2,5,5,1,5,5,2,1,1,5,1,1,1.64515
1.3565,1.43075,1.7405,1.7105,0.83075,2,2,5,5,5,5,5,5,5,2,5,1,1.46973
0.803,1.72925,0.72574997,1.1405001,1.00175,1,2,1,1,5,2,2,2,5,2,5,2,2.16548
1.51775,1.16075,1.19,1.7870001,0.57575,5,5,2,5,2,5,2,2,5,5,5,2,1.46088
1.3970001,1.57775,1.8987501,1.967,1.18175,5,5,5,5,1,5,5,5,5,5,5,1,1.45538
1.8155,0.6935,1.39775,1.3895,1.187,2,5,5,1,5,5,5,2,2,2,1,1,1.78659
0.59525,0.86525,0.56675,1.83125,0.89975,5,5,5,1,2,5,5,5,5,2,2,1,1.76681
0.659,0.752,1.66475,0.55325,1.25825,5,2,5,2,2,5,5,2,5,2,5,2,3.78798
1.40225,1.32425,1.4007499,1.319,1.34075,5,5,2,2,5,2,2,5,5,2,5,1,1.81554
0.81350005,1.08875,0.82175004,1.9235001,1.538,5,5,5,5,5,5,5,5,2,5,1,1,1.47517
1.7622501,0.8375,0.5825,1.98725,0.86525,2,1,2,1,5,1,5,5,5,5,5,1,1.02109
1.016,0.6335,1.3069999,1.5365,0.69124997,5,2,1,2,2,5,5,2,5,5,2,1,2.99606
1.3759999,1.3640001,1.55825,0.986,0.81425,1,1,5,2,2,5,5,5,1,5,5,2,1.64257
1.11875,0.512,1.496,1.46825,1.3175,1,5,2,2,2,5,5,2,5,5,2,2,2.32309
1.88975,0.77075005,0.52475,1.0325,1.87475,2,5,2,5,2,5,2,5,2,1,5,2,2.63719
1.5057501,0.76625,1.67825,1.78175,1.56275,1,5,5,5,2,5,5,5,5,5,5,2,1.49069
0.587,0.70925,1.86575,1.75475,1.0475,1,5,2,5,5,2,1,2,5,5,2,1,2.33129
1.98125,0.9575,1.51475,1.96175,1.20725,5,2,5,1,2,1,5,2,5,5,5,1,1.08365
0.5825,1.05425,0.992,0.70325,1.061,5,2,2,5,5,5,5,1,5,5,5,2,3.34619
1.4862499,1.904,0.5855,0.83975,1.5665001,5,2,2,5,2,2,2,2,5,5,5,1,2.11109
1.91675,1.0467501,1.37075,1.95725,1.51775,5,2,1,5,2,1,5,5,2,1,2,1,0.974931
1.16675,1.013,0.60575,1.80725,1.28825,5,5,2,5,5,2,2,5,2,5,2,1,1.60644
1.93925,1.7585,1.36625,1.78625,0.64100003,2,1,5,2,2,2,5,1,5,5,2,2,0.963177
1.44275,1.232,1.4915,1.1915,1.763,5,1,5,2,5,2,5,1,5,5,5,2,1.34464
0.695,1.283,1.076,0.833,1.0985,5,2,5,5,2,5,5,1,2,5,5,1,2.94332
1.02425,1.955,1.4660001,1.133,1.45025,5,2,2,5,2,5,2,5,5,5,5,2,1.64114
0.66575,1.67075,1.8822501,1.37675,1.72625,5,5,2,2,5,5,2,5,5,5,5,1,1.28143
0.686,0.8555,0.94025004,1.0302501,0.857,5,1,5,5,5,5,2,5,5,2,5,1,2.0867
1.163,1.13825,1.4405,1.283,1.6595,5,5,5,1,5,5,1,2,5,5,5,1,1.53339
0.545,1.1705,1.81175,0.79625,0.93200004,5,5,2,5,5,5,5,5,2,1,5,2,3.7883
0.88325,1.2590001,1.73,0.61175,1.19825,1,5,5,5,5,1,5,5,2,5,1,1,4.03065
1.46,1.90175,0.512,0.73399997,1.06925,2,1,1,1,5,5,5,2,5,1,2,2,0.65432
0.7985,1.98575,0.7175,1.934,0.6665,2,5,5,2,2,2,2,5,5,5,2,2,1.13945
